"012457","C","20513514957","2007/01/02 00:00:00","RSOTHERLAM","FS  ","GVB ","E","Autorizado Ger. Adm","      74.0000","      14.06","       0.00","      88.06","   10.000","   10.000","N","CHEQUE GERENCIA                         "," 15","                                   ","                    "," ",
"012458","S","20101158927","2007/01/02 00:00:00","IALMAIQUIT","AS  ","GVB ","E","Autorizado Ger. Adm","      12.4800","       2.37","       0.00","      14.85","   18.500","    0.000","N","TRANSF. CTA. SCOTIABANK                 ","  1","                                   ","                    "," ",
"012459","C","10086776222","2007/01/02 00:00:00","IALMACLIMA","AS  ","GVB ","N","Autorizado Ger. Adm","     245.0000","      46.55","       0.00","     291.55"," 1000.000"," 1000.000","N","TRANSF. CTA. SCOTIABANK                 ","  7","                                   ","                    "," ",
"012460","C","20507827358","2007/01/02 00:00:00","ILAGUENMAE","AS  ","GVB ","E","Autorizado Ger. Adm","      25.0800","       4.77","       0.00","      29.85","    1.000","    2.000","N","CHEQUE GERENCIA                         ","  7","                                   ","                    "," ",
"012461","C","20100023891","2007/01/02 00:00:00","ILAGUENMAE","JB  ","GVB ","E","Autorizado Ger. Adm","      10.2200","       1.94","       0.00","      12.16","    2.000","    2.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012462","C","20507325841","2007/01/02 00:00:00","ILAGUENMAE","AS  ","GVB ","N","Autorizado Ger. Adm","     282.3500","      53.65","       0.00","     336.00","    4.000","    4.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    "," ",
"012463","C","10015392784","2007/01/02 00:00:00","IPAF905FOS","JB  ","GVB ","N","Autorizado Ger. Adm","      31.9300","       6.07","       0.00","      38.00","    2.000","    2.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012464","S","20502324927","2007/01/02 00:00:00","ROFICILIMA","LS  ","GVB ","N","Autorizado Ger. Adm","     111.3700","      21.16","       0.00","     132.53","  125.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012465","S","20136663268","2007/01/02 00:00:00","RHTASERBFC","LS  ","GVB ","E","Anulado            ","       0.0000","       0.00","       0.00","       0.00","    0.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    ","S",
"012466","C","20100063680","2007/01/02 00:00:00","ALMACTALAR","AS  ","GVB ","E","Autorizado Ger. Adm","     214.3900","      40.73","       0.00","     255.12","    5.000","    5.000","N","ABONO EN CUENTA DE OTRO BANCO           ","  1","                                   ","                    "," ",
"012467","C","20505393181","2007/01/02 00:00:00","ALMACTALAR","AS  ","GVB ","N","Autorizado Ger. Adm","     258.8200","      49.18","       0.00","     308.00","   43.000","   43.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012468","C","20507325841","2007/01/02 00:00:00","IPTALMAEST","AS  ","GVB ","N","Autorizado Ger. Adm","     117.6500","      22.35","       0.00","     140.00","    4.000","    4.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    "," ",
"012469","C","10075133214","2007/01/02 00:00:00","ILAGUENMAE","JB  ","GVB ","N","Autorizado Ger. Adm","       6.7200","       1.28","       0.00","       8.00","    1.000","    1.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
"012470","C","20100016681","2007/01/02 00:00:00","IALMACLIMA","AS  ","GVB ","N","Autorizado Ger. Adm","    1140.3400","     216.66","       0.00","    1357.00","    1.000","    2.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012471","C","20102211457","2007/01/02 00:00:00","CALMACIQUI","FS  ","GVB ","N","Autorizado Ger. Adm","     205.5700","      39.06","       0.00","     244.63","  104.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012472","C","20428254687","2007/01/02 00:00:00","IALMACLIMA","JB  ","GVB ","N","Autorizado Ger. Adm","      47.3900","       9.01","       0.00","      56.40","    5.000","    5.000","N","EFECTIVO                                ","  1","                                   ","                    "," ",
